,product,title ,rating,body
54,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Cheat,3,"Looks great, magnetic charging cool, Fully featured watch, light weight with health monitoring features with spo2. Go for it. BUT.Three free subscription coupons given for 3 months membership of Zee, Gaana and 3 months extended warranty which you get after uploading image of product review via QR code given on cupons... It never works. Irritated😖😡"
55,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Weird Process of Replacement ...,4,"It was wonderful till the time it worked. But after few days of use, something clicked inside and the side button stopped working. As the product is not able to be replaced by Amazon, as its replacement window is closed, have to write to the company, who has asked me to share a screen shot of my purchase and also this review. Don't understand why, but I am doing it so that I can probably salvage the money I have spent. Hope this works...."
56,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good premium watch,5,"Your browser does not support HTML5 video.


   Watch built quality is good, feels premium. Go for it without any hesitation."
57,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Accuracy is not upto mark...,3,"BP is highly inaccurate/fake besides, HR too is  highly inaccurate while performing normal workouts...on other hand my old and much cheaper smartwatch just costing 2k is showing better results on accuracy/efficiency hence again had to stick to same.... overall not worth/advisable at given expense..."
58,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",An ok watch,3,"The watch may be good at such a price but the refined functioning is missing...It feels like a kid's toy.The features are good but the edge is missing.Will suggest to add atleast 2 new exercise modes weight training and free style training.The alarm doesn't have snooze,The watch features are just avg compared to its competitors."
59,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Don't go with the review. Not upto mark with the price range it's offered,2,"Please don't go with the review here. I think most of the good reviews are coz of free vouchers u get once u sent a screenshot of review. This watch fails surface test, alerts stop randomly. vibration intensity is too low, and there is no option to increase. Had been using Mi watch and so I know the difference. Atleast after paying around 4k expected to be better than MI. I went for this coz of screensize.. but functioning wise I did not like it"
60,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Battery could have been better for this price.,2,"Screen Quality is good.Not many watch faces available,but u can have a customised wallpaper.Battery life - I used for cycling and walking.With continuous heart rate monitor,full brightness, sleep tracking, notifications.Battery is down by 16 percent by the second day night itself.Good looking watch.Has call reject option but no answering.You cannot reply to the messages through the watch.it is just for notifications purpose."
61,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Definetly not a recommendation.,1,"The watch pairs with smartphones using the Da Fit app. The step, heart rate, and SpO2 tracking are fairly accurate. Buyers with an Android smartphone and those on a tight budget will want to look at different options. The screen is pixilated and as this watch stopped working post 1 month of usage. Definetely not a recommendation from my side."
62,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Size is ok but software is not up to the mark,3,Watch design is ok but software is not up to the mark like:1.  No touch screen. Only face and button press2. Vibration quality is poor3. Breathing exercise quality is very poor4. Sports auto recognition and stress monitor is not available5. No own screensaver choice6. China made7.  No return
63,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Honest review after all functionality checks,2,"I am writing an honest review of this smart watch after usage of 1 week and testing of almost all the modes.Pros:-1. Spo2 is almost accurate when compared to pulse oximeter.(conditions apply tht you do not check it on plain surface)2. Heart Rate is almost accurate when compared to pulse oximeter.(conditions apply tht you do not check it on plain surface)3. Step count is also nearly accurate (+-10 steps happens nothing is so much accurate when compared to manual counting.4. Watch clarity, watch faces, touch screen, build quality, button scroll function, weather  ..... all above are superb , excellent.Cons:1. BP monitoring is not accurate, it always tell near to normal reading (even for my parent who are hypertension patients .... Sometimes it is for good also that psychological it makes them happy that they are fine ... But also dangerous for genuine cases)2. Sports mode - Cycling -- rubbish function ....you just switch on the cycling mode and sit on bed ... It will start the timing and start increasing calories burnt ...totally foolish... The app should be made functional to start cycling mode from mobile (as this watch does not contain GPS support)3. When you switch on sports mode you cannot see the time on smart watch ... It will keep on showing your sports mode. Hell function ... Sports mode should run at backend nd user should be allowed to see time.4. Callories burnt count is not good when started sports mode - badminton ... It is only count callories burnt according to steps taken while playing badminton....More functions should be added like racquet speed etc. Etc.5. If you sleep in a day time ... It does not do the sleep tracking.6. DaFit app needs some improvements like gpa support for cycling etc. Curently it only support outdoor cycling.7. When watch is placed on bed or hard surface it tells spo2, heart rate, BP reading which needs to be improved through some fixes from app in watch.I hope you like this review.. I will give 3.5 star to this watch. Above average ...not so great watch as per functions nd it's accuracy... But yes it is good watch for style nd few pros I described above otherwise NOT SO MUCH RECOMMENDED"
64,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Agar aap is watch ko khari-denge toh aap ko kabhi pa6ta va nahi hoga.,5,"Watch ki build quality metal ki bani hain, jisse watch body bohot strong hain or agar hath dhote vakht agar pani lag jaye to bhi watch ko ku6 nahi hota..,Mene watch ki battery ko puri tarah se use kiya or mene jana ki agar watch ko ak baar +  90% charge kare toh puri battery khatam hone me 4-5 day lagte hain.. ( agar normally use kare to.)Screen full HD hain jiski vajah se screen bohot hi beautiful lagti hain..,ak or baat ki screen ki brightness itni a6i hai ki agar sun ke niche bhi screen puri tarah se nazar aati hain.."
65,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good looking but no correct BP measurement,4,Ok good looking.But BP measurement is wrong when i checked and cross checked as well. So I returned the product
66,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Got it today,5,I have just received it today. This is bit annoying that to complete the warranty for i had to write a review first. The thing is is I haven't yet started using it.
67,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Great look but avg product,3,"10 on 10 for the looks and display. Looks great. But extremely poor battery life. without much usage also, hardly it was lasting 2 to 3 days.SPO2 measurement was fake (at least in my watch what i got). it will randomly give from 3 values - 96/97 or 98. while exercising my oxygen goes around 90, but watch will always say 96 or 97.Product description says 24*7 SPO2 (continuous monitoring) support, which is not true. Pulse can be monitored 24*7 every 30 mins, but SPO2 is always manual measurement.BP measurement is quite off.Pulse measurement is correct."
68,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Low Accuracy budget smart watch,2,"Does not measure correctly the Heart rate at a first go, BP measurement does not work as was expecting, exercise mode is also less. But screen quality is awesome as well as touch experience, also having Apple Watch like shortcut apps palette. Over all a nice budget smart watch but not for health conscious  pros as accurate measurement letting this device down."
